Facility Number,Facility Name,Common Name,Zone,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Registration Number,CTC Number,Latitude,Longitude
107201-6,Rweje,,Southern Zone,Lindi,Nachingwea,Nachingwea DC,Mkoka,Rweje,Dispensary,Operating,Public - LGA,,,-10.12698,38.77594
107202-4,Rwele,Rwele Dispensary,Lake Zone,Kagera,Kyerwa,Kyerwa DC,Kikukuru,Rwele,Dispensary,Operating,Public - LGA,18010138,,-1.38097,30.89667
107203-2,Rwelu,Rwelu,Southern Zone,Mtwara,Mtwara,Mtwara MC,Jangwani,Rwelu,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-10.326464,40.081269
107204-0,Rwenkende,Rwenkende Medvision,Lake Zone,Kagera,Kyerwa,Kyerwa DC,Kibingo,Rwenkende,Dispensary,Operating,Private - Faith based organization (FBO),,,-1.19819,30.6411
107205-7,Rwigembe,,Lake Zone,Kagera,Muleba,Muleba DC,Ngenge,Ngenge,Dispensary,Operating,Private - Faith based organization (FBO),,,-1.77643,31.4494
107206-5,Rwimbogo,Rwimbogo,Lake Zone,Kagera,Ngara,Ngara DC,Muganza,Muganza,Dispensary,Operating,Public - LGA,,,-2.93652,30.72521
107208-1,Ryamisanga,Ryamisanga,Lake Zone,Mara,Butiama,Butiama DC,Bwiregi,Ryamisanga,Dispensary,Operating,Public - LGA,,,-1.58792,34.06708
107207-3,Ryamugabo,Ryamugabo,Lake Zone,Mara,Butiama,Butiama DC,Buruma,Ryamugabo,Dispensary,Operating,Public - LGA,,,-1.71627,33.79139
107209-9,S.D.A.,SDA,Western Zone,Tabora,Urambo,Urambo DC,Urambo,Urambo Katii,Dispensary,Operating,Private - Faith based organization (FBO),144005,,-5.07231,32.06944
107223-0,Saadani,,Eastern Zone,Pwani,Bagamoyo,Chalinze DC,Mkange,Saadani,Dispensary,Operating,Public - LGA,,,-6.04268,38.77731
107213-1,Sabasaba,Sabasaba,Southern Highlands Zone,Iringa,Iringa,Iringa MC,Gangilonga,Sabasaba,Dispensary,Operating,Public,116001,,-7.76841,35.70376
107215-6,Sabasaba,,Eastern Zone,Morogoro,Morogoro,Morogoro MC,Uwanja wa Taifa,Ukutu,Health Center,Operating,Public - LGA,,,-6.82457,37.65919
107216-4,Sabasaba,Sabsaba,Northern Zone,Kilimanjaro,Moshi,Moshi MC,Soweto,Sabasaba,Dispensary,Operating,Public - LGA,,,-3.359797,37.320097
111083-2,Sabasabini,Sabasabini,Western Zone,Shinyanga,Kahama,Ushetu DC,Sabasabini,Sabasabini,Dispensary,Operating,Public - LGA,,17-04-0159,-3.91557,32.352077
107217-2,Sabato,Sabato Dispensary,Southern Zone,Mtwara,Mtwara,Mtwara MC,Shangani,Not set,Dispensary,Operating,Private - Faith based organization (FBO),,,-10.275431,40.182599
111235-8,Sabeeve prinmat,prinmat sabeeve,Lake Zone,Geita,Geita,Geita TC,Kalangalala,Not set,Maternity Home,Operating,Private - For Profit,,,-2.867422,32.234226
108515-8,Sabilo,zaci,Northern Zone,Manyara,Babati,Babati TC,Bagara,Negamsi,Dispensary,Operating,Private,2510,,-4.21375,35.73888
107218-0,Sabilo,ZAAC,Northern Zone,Manyara,Babati,Babati DC,Dabil,Sabilo,Dispensary,Operating,Public - LGA,,,-4.344606,35.479432
107219-8,SABODO,,Southern Zone,Mtwara,Mtwara,Mtwara DC,Mayanga,Msijute,Dispensary,Operating,Public - LGA,,,-10.266991,40.077442
107221-4,Sachita,Sachita,Lake Zone,Mara,Tarime,Tarime TC,Turwa,Not set,Health Center,Operating,Private - NGOs,201202,,-1.34194,34.37213
107222-2,Sadani,Sadani RC Dispensary,Southern Highlands Zone,Iringa,Mufindi,Mufindi DC,Sadani,Utosi,Dispensary,Operating,Private - Faith based organization (FBO),,,-8.24255,35.0154
107224-8,Sadani,,Southern Highlands Zone,Iringa,Mufindi,Mufindi DC,Sadani,Tambalang`ombe,Health Center,Operating,Public - LGA,,11-05-0210,-8.24301,35.0346
108516-6,Sae,Sae,Southern Highlands Zone,Mbeya,Mbeya,Mbeya CC,Ilomba,Sae,Dispensary,Operating,Private - For Profit,127225,,-8.91236,33.49422
107225-5,Safi Medics,Safi,Northern Zone,Tanga,Tanga,Tanga CC,Central,Bombo,Health Center,Operating,Private - For Profit,,,-5.06786,39.10979
107226-3,Safina ya Nuhu,,Central Zone,Dodoma,Kondoa,Kondoa DC,Salanka,Salanka,Dispensary,Operating,Private - Faith based organization (FBO),,,-4.464281,35.734249
107227-1,Sagamaganga,Sagamaganga,Eastern Zone,Morogoro,Kilombero,Kilombero DC,Kiberege,Sagamaganga,Dispensary,Operating,Public - LGA,,,-8.093694,36.68094
107228-9,Sagara,Sagara,Central Zone,Dodoma,Kongwa,Kongwa DC,Sagara,Sagara 'A',Dispensary,Operating,Public - LGA,,,-6.25083,36.5406
107229-7,Sagata,Sagata.,Western Zone,Simiyu,Itilima,Itilima DC,Sagata,Sagata,Dispensary,Operating,Public - LGA,,,-2.77746,34.24234
110735-8,Saghana,Saghana dispensary,Northern Zone,Kilimanjaro,Moshi,Moshi DC,Makuyuni,Kilimo makuyuni,Dispensary,Operating,Private - For Profit,,,-3.40345,37.55778
107230-5,Sahwa,Sahwa,Lake Zone,Mwanza,Nyamagana,Nyamagana MC,Buhongwa,Swahwa,Dispensary,Operating,Public - LGA,520946,,-2.60254,32.97145
107210-7,Said Said Kalembo,Said kalembo,Southern Zone,Ruvuma,Mbinga,Mbinga TC,Kihungu,Kihungu,Health Center,Operating,Public - LGA,,,-11.041,35.22794
109750-0,Saidia Watoto,Saidia Watoto,Lake Zone,Mwanza,Ilemela,Ilemela MC,Nyamanoro,Kilimahewa,Dispensary,Operating,Private - For Profit,193260,,-2.491814,32.905613
109190-9,Saint Dymphna Psychiatric Centre Marumba,Marumba,Western Zone,Kigoma,Kasulu,Kasulu TC,Muhunga,Marumba,Dispensary,Operating,Private - Faith based organization (FBO),,,-4.67094,30.00219
107231-3,Saja,ZAHANATI YA SAJA,Southern Highlands Zone,Njombe,Wanging'ombe,Wanging'ombe DC,Saja,Saja,Dispensary,Operating,Public - LGA,,,-8.72162,34.7659
107232-1,Sajora,Sajora Health Centre,Southern Zone,Mtwara,Mtwara,Mtwara MC,Rahaleo,Shapriya,Health Center,Operating,Private,,,-10.283316,40.183376
107233-9,Sakala,,Northern Zone,Arusha,Ngorongoro,Ngorongoro DC,Orgosorok,Sakala,Health Center,Operating,Public - LGA,,,-2.05967,35.60012
107234-7,Sakalilo,,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga DC,Ilemba,Sakalilo,Dispensary,Operating,Public - LGA,,,-8.20622,31.9733
107235-4,Sakami,,Central Zone,Dodoma,Kondoa,Kondoa DC,Thawi,Sakami,Dispensary,Operating,Public - LGA,,,-4.625422,35.691889
107236-2,Sakamu,Kwa Dr.Msimu,Lake Zone,Geita,Geita,Geita TC,Kalangalala,Not set,Dispensary,Operating,Private,196207,,-2.87963,32.21887
109947-2,Sakamwela,Sakamwela,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Ihanda,Sakamwela,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-9.15531,32.816289
107237-0,Sakasaka,,Western Zone,Simiyu,Meatu,Meatu DC,Sakasaka,Sakasaka,Dispensary,Operating,Public - LGA,,,-3.17038,34.37833
107238-8,Sakawa,Sakawa Dispensary,Lake Zone,Mara,Rorya,Rorya DC,Kitembe,Sakawa,Dispensary,Operating,Public - LGA,,,-1.15855,34.1924
107239-6,Sakila,,Northern Zone,Arusha,Arumeru,Meru DC,Kikatiti,Sakila,Dispensary,Operating,Public - LGA,,,-3.3426,36.9562
111270-5,Sakila International,,Northern Zone,Arusha,Arumeru,Meru DC,Kikatiti,Sakila,Dispensary,Operating,Private - Faith based organization (FBO),,,-3.35181,36.96474
110911-5,Sakina,,Northern Zone,Arusha,Arusha,Arusha CC,Elerai,Olmatejo A,Dispensary,Operating,Private - For Profit,,,-3.361277,36.670224
107241-2,Sakura Estate,,Northern Zone,Tanga,Pangani,Pangani DC,Kipumbwi,Kwakibuyu,Dispensary,Operating,Private - NGOs,45002,,-5.618142,38.88288
107242-0,Sakwe,SAKWE,Western Zone,Simiyu,Bariadi,Bariadi DC,Sakwe,Sakwe,Dispensary,Operating,Public - LGA,,,-2.76766,33.85957
107243-8,Salaaman,,Lake Zone,Mwanza,Nyamagana,Nyamagana MC,Not set,Not set,Health Center,Operating,Private - Faith based organization (FBO),193222,,-2.52084,32.90703
111384-4,Salaaman,Salaaman,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Magomeni,Idrisa,Hospital - Other Hospital,Operating,Private - For Profit,71382,,-6.80499,39.26032
111003-0,Salaaman,Salaaman Health Systems,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Tandika,Mabatini,Health Center,Operating,Private - For Profit,73367,,-6.862727,39.257391
107245-3,Salama A,Salama,Lake Zone,Mara,Bunda,Bunda DC,Salama,Salama ''A'',Dispensary,Operating,Public - LGA,,,-1.91494,34.1124
107246-1,Salama Kati,Salama kati,Lake Zone,Mara,Bunda,Bunda DC,Salama,Salama Kati,Dispensary,Operating,Public - LGA,,,-1.87451,34.1055
107248-7,Salamabugatu,Salamabugatu,Lake Zone,Mwanza,Magu,Magu DC,Ng'haya,Salama,Dispensary,Operating,Public - LGA,,,-2.58921,33.62186
110998-2,Salanka,,Central Zone,Dodoma,Kondoa,Kondoa DC,Salanka,Salanka,Dispensary,Operating,Public - LGA,,,-4.48841,35.7286
110385-2,Salasala,Salasala,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Wazo,Salasala,Dispensary,Operating,Public - LGA,,,-6.70671,39.19754
107249-5,Salatein,Saratein,Eastern Zone,Morogoro,Kilosa,Kilosa DC,Mikumi,Mikumi,Dispensary,Closed,Private - Faith based organization (FBO),,,-7.40189,36.9849
107250-3,Salawe,Salawe h/centre,Western Zone,Shinyanga,Shinyanga,Shinyanga DC,Salawe,Azimio,Health Center,Operating,Public - LGA,,,-3.31732,32.87113
107251-1,Sale,,Northern Zone,Arusha,Ngorongoro,Ngorongoro DC,Sale,Sale,Dispensary,Operating,Public - LGA,,,-2.29707,35.68771
110145-0,Saleni,Saleni Disp,Eastern Zone,Pwani,Bagamoyo,Chalinze DC,Not set,Not set,Dispensary,Operating,Public - LGA,,,-6.424805,38.340565
110750-7,Sali International,Sali International,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Msasani,Masaki,Hospital - Other Hospital,Operating,Private - For Profit,171470,,-6.74223,39.27696
107254-5,Salvation Army,,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Miburani,Uwanja wa Taifa,Clinic,Closed (Temporary),Private - Faith based organization (FBO),,,-6.85308,39.2775
109894-6,Samang'ombe,samango'mbe,Southern Highlands Zone,Songwe,Momba,Momba DC,Ivuna,Samang'ombe,Dispensary,Operating,Public - LGA,,,-8.355767,32.482798
107255-2,Samaria,ZAHANATI YA SAMARIA,Southern Highlands Zone,Njombe,Wanging'ombe,Wanging'ombe DC,Makoga,Samaria,Dispensary,Operating,Public - LGA,,,-9.305763,34.57553
107256-0,Samaria,Samaria Dispensary,Northern Zone,Kilimanjaro,Rombo,Rombo DC,Tarakea Motamburu,Mbomai,Dispensary,Operating,Private - For Profit,,,-2.99467,37.56456
111131-9,Samaria,Samaria,Central Zone,Singida,Mkalama,Mkalama DC,Mwanga,Mwanga,Dispensary,Operating,Private,,,-4.27169,34.87536
107258-6,Samaria,,Northern Zone,Arusha,Arumeru,Meru DC,Maroroni,Samaria,Dispensary,Operating,Public - LGA,,,-3.433471,36.974467
110279-7,Samaria,Samaria Mission Health Centre,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Charambe,Nzasa A,Health Center,Operating,Private - Faith based organization (FBO),73322,,-6.92856,39.25727
111790-2,Samaria Precious,Samaria Hosp,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Upanga Magharibi,Mfaume,Health Center,Operating,Private - For Profit,72458,,-6.80002,39.27466
107259-4,Samaritan (Msasani),,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Msasani,Mikoroshini,Dispensary,Operating,Private - For Profit,,,-6.77067,39.27034
110462-9,Samarithani,,Northern Zone,Arusha,Arusha,Arusha CC,Olasiti,Olkeriani,Dispensary,Operating,Private - For Profit,23243,,-3.41022,36.6585
111238-2,Samartan,,Lake Zone,Geita,Geita,Geita TC,Kalangalala,Buhalahala,Dispensary,Operating,Private - For Profit,,,-2.881268,32.26812
100164-3,Samasi Rangitatu,Arafa Samasi,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mianzini,Mchikichini,Dispensary,Operating,Private - Faith based organization (FBO),73257,,-6.92518,39.26843
100150-2,Samasi Zakhem,Arafa,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mbagala Kuu,Kichemchem,Dispensary,Operating,Private - Faith based organization (FBO),73319,,-6.913668,39.272028
107260-2,Samazi,samazi,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Kasanga,Samazi,Dispensary,Operating,Public - LGA,,,-8.36476,31.08173
107261-0,Sambaru,Sambaru,Central Zone,Singida,Ikungi,Ikungi DC,Mang'onyi,Sambaru,Dispensary,Operating,Public,,,-5.28375,35.08676
109545-4,Sambasha,,Northern Zone,Arusha,Arusha,Arusha DC,Sambasha,Sambasha,Dispensary,Operating,Public - LGA,,,-3.293279,36.673411
110836-4,Sambeni,Sambeni,Northern Zone,Kilimanjaro,Same,Same DC,Mpinji,Ivuga,Dispensary,Operating,Public - LGA,,,-4.37569,37.9015
109625-4,Sambewe,Sambewe,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Isansa,Sambewe,Dispensary,Operating,Public - LGA,,,-8.892226,33.054696
107264-4,Sambu,Sambu,Northern Zone,Tanga,Kilindi,Kilindi DC,Masagulu,Sambu,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-5.72815,37.2104
107265-1,Same,same district hospital.,Northern Zone,Kilimanjaro,Same,Same DC,Same,Ujamaa,Hospital - District Hospital,Operating,Public - LGA,,,-4.06443,37.7473
107268-5,Samora,Samora Dispensary,Western Zone,Tabora,Nzega,Nzega TC,Not set,Not set,Dispensary,Operating,Public - LGA,,,-4.22129,33.1951
107269-3,Samunge,,Northern Zone,Arusha,Ngorongoro,Ngorongoro DC,Samunge,Samunge,Dispensary,Operating,Public - LGA,,,-2.16265,35.70087
107270-1,Samuye,Samuye Health Centre,Western Zone,Shinyanga,Shinyanga,Shinyanga DC,Samuye,Ibingo,Health Center,Operating,Public - LGA,,,-3.808997,33.3281
107271-9,Samvura,Samvura Dispensary,Western Zone,Kigoma,Kibondo,Kibondo DC,Bunyanbo,Samvura,Dispensary,Operating,Public - LGA,,,-3.56634,30.611075
107272-7,SANAWARI,,Northern Zone,Arusha,Arusha,Arusha CC,Sekei,Naura,Dispensary,Operating,Private - For Profit,126203,,-3.362164,36.695852
110280-5,Sandali,Sandali Dispensary,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Sandali,Veterinary,Dispensary,Operating,Public - LGA,,,-6.85637,39.2461
110686-3,Sandarya,Sandarya,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Kijitonyama,Kijitonyama,Dispensary,Operating,Private - For Profit,,,-6.781735,39.245226
107273-5,Sandulula,,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga DC,Sandulula,Sandulula,Dispensary,Operating,Public - LGA,,,-8.18457,31.8251
110880-2,Sanene,Sanene,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Mtibwa,Madizini,Dispensary,Operating,Private - For Profit,,,-6.13835,37.63784
107275-0,Saneno,DR MZIRAY,Northern Zone,Kilimanjaro,Moshi,Moshi MC,Soweto,Khambhaita,Dispensary,Operating,Private - For Profit,36214,,-3.360959,37.320746
107276-8,Sangabuye,,Lake Zone,Mwanza,Ilemela,Ilemela MC,Sangabuye,Sangabuye,Health Center,Operating,Public - LGA,,,-2.38637,33.0446
107277-6,Sangaiwe,Sangaiwe,Northern Zone,Manyara,Babati,Babati DC,Mwada,Sangaiwe,Dispensary,Operating,Public - LGA,,21-01-0146,-3.94035,35.82351
109165-1,Sangambi,Sangambi,Southern Highlands Zone,Mbeya,Chunya,Chunya DC,Sangambi,Sangambi,Dispensary,Operating,Public - LGA,,,-8.531438,33.606123
107280-0,Sangamwalugesha,,Western Zone,Simiyu,Maswa,Maswa DC,Dakama,Sangamwalugesha,Dispensary,Operating,Public - LGA,,,-3.41741,34.09796
107281-8,Sangananu,,Northern Zone,Arusha,Arumeru,Meru DC,Nkoaranga,Sangananu,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-3.34635,36.8557
107283-4,Sangasanga,Sangasanga,Eastern Zone,Pwani,Mkuranga,Mkuranga DC,Njia nne,Sangasanga,Dispensary,Operating,Public - LGA,,,-7.36362,39.2456
110803-4,Sangasanga,,Eastern Zone,Morogoro,Morogoro,Morogoro DC,Kidugalo,Kidugalo,Dispensary,Operating,Public - Military,,,-6.75896,38.18072
107284-2,Sange,,Northern Zone,Tanga,Pangani,Pangani DC,Mkwaja,Sange,Dispensary,Operating,Public - LGA,,,-5.68635,38.87518
107285-9,Sange,Sange Disp,Southern Highlands Zone,Songwe,Ileje,Ileje DC,Sange,Sange,Dispensary,Operating,Public - LGA,,,-9.405735,33.506335
107286-7,Sangilwa,sangilwa,Western Zone,Shinyanga,Kahama,Kahama TC,Mondo,Sangilwa,Dispensary,Operating,Public,,,-3.86568,32.72754
107287-5,Sango,Sango,Northern Zone,Kilimanjaro,Moshi,Moshi DC,Kimochi,Sango,Dispensary,Operating,Public,,,-3.34109,37.42072
110162-5,Sangos,Sangos,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Majengo,Majengo A,Dispensary,Operating,Private - For Profit,154209,,-7.95167,31.62788
109514-0,Sangu,,Lake Zone,Mwanza,Kwimba,Kwimba DC,Mhande,Sangu,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-3.3161,33.07529
107289-1,Sanitas,Sanitas,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Msasani,Bonde la Mpunga,Health Center,Operating,Private - For Profit,,,-6.75643,39.24826
110700-2,Sanitas,Sanitas Dispensary,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Chang'ombe,Chang'ombe B,Dispensary,Closed (Temporary),Private - For Profit,73343,,-6.840702,39.255878
107290-9,Sanjaranda,,Central Zone,Singida,Manyoni,Itigi DC,Sanjaranda,Not set,Dispensary,Operating,Public - LGA,,,-5.65262,34.5249
107291-7,Sanje,Sanje,Eastern Zone,Morogoro,Kilombero,Kilombero DC,Sanje,Sanje,Dispensary,Operating,Public - LGA,,,-7.78333,36.9
107292-5,Santilya,Santilya,Southern Highlands Zone,Mbeya,Mbeya,Mbeya DC,Santilya,Santilya,Dispensary,Operating,Public - LGA,,,-9.11032,33.3594
111060-0,Sanya juu,,Northern Zone,Kilimanjaro,Siha,Siha DC,Sanya Juu,Majengo,Dispensary,Operating,Private - Faith based organization (FBO),,,-3.18407,37.06535
107294-1,Sanya Lutheran,Jimboni,Northern Zone,Kilimanjaro,Siha,Siha DC,Sanya Juu,Majengo,Health Center,Operating,Private - Faith based organization (FBO),34211,,-3.22778,37.05364
107296-6,Sanya Station,,Northern Zone,Kilimanjaro,Hai,Hai DC,KIA,Sanya station,Dispensary,Operating,Public - LGA,,,-3.389272,37.116382
107297-4,Sanza,Sanza,Central Zone,Singida,Manyoni,Manyoni DC,Sanza,Not set,Dispensary,Operating,Public - LGA,,,-6.3566,35.216
107298-2,Sanzawa,SANZAWA,Central Zone,Dodoma,Chemba,Chemba DC,Sanzawa,Sanzawa,Dispensary,Operating,Public,,,-5.386211,35.318976
111558-3,Sao-Hill,Sao- Hill,Southern Highlands Zone,Iringa,Mafinga,Mafinga TC,Sao Hill,Not set,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-8.325685,35.20562
107300-6,Sapiwi,SAPIWI,Western Zone,Simiyu,Bariadi,Bariadi DC,Sapiwi,Sapiwi,Dispensary,Operating,Public - LGA,,,-2.37285,33.96306
107301-4,Saranda,,Central Zone,Singida,Manyoni,Manyoni DC,Saranda,Not set,Dispensary,Operating,Public - LGA,,,-5.70731,34.9795
107302-2,Sarawe,Sarawe,Lake Zone,Mara,Bunda,Bunda DC,Nyamang'uta,Sarawe,Dispensary,Operating,Public - LGA,,,-1.93472,34.0297
107303-0,Saruji,Saruji,Northern Zone,Tanga,Tanga,Tanga CC,Maweni,Kichangani,Dispensary,Operating,Private - For Profit,,,-5.11075,38.995
107305-5,Sasajila,Sasajila,Central Zone,Dodoma,Chamwino,Chamwino DC,Manzase,Sasajila,Dispensary,Operating,Public - LGA,,,-6.691306,35.885508
109963-9,Sasenga,Sasenga,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Halungu,Sasenga,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-8.903316,32.821317
107306-3,Sasilo,Sasilo,Central Zone,Singida,Manyoni,Manyoni DC,Sasilo,Not set,Dispensary,Operating,Public,,,-6.2616,34.8252
107307-1,Sasu,Sasu,Western Zone,Tabora,Kaliua,Kaliua DC,Sasu,Sasu,Dispensary,Operating,Public - LGA,,,-4.46457,32.32089
107308-9,Saunyi,Saunyi,Northern Zone,Tanga,Kilindi,Kilindi DC,Saunyi,Saunyi,Dispensary,Operating,Public - LGA,,,-5.05287,37.62299
106836-0,SAUT,SAUT,Lake Zone,Mwanza,Nyamagana,Nyamagana MC,Mkolani,Malimbe,Dispensary,Operating,Private - Faith based organization (FBO),,,-2.59473,32.903056
107309-7,SAVANAH Plain International School,savanah,Western Zone,Shinyanga,Shinyanga,Shinyanga MC,Ibadakuli,Not set,Dispensary,Closed (Temporary),Private,,,-3.65227,33.47621
110514-7,Save Life Give Hope Njia,Njia,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kiwalani,Minazi Mirefu,Dispensary,Closed,Private - For Profit,72407,,-6.856545,39.239496
107310-5,Sawala,Sawala,Southern Highlands Zone,Iringa,Mufindi,Mufindi DC,Mtwango,Sawala,Dispensary,Operating,Public - LGA,,11-05-0118,-8.53114,35.3363
107313-9,Sawida,Sawida.,Western Zone,Simiyu,Itilima,Itilima DC,Sawida,Sawida,Dispensary,Operating,Public - LGA,,,-2.86858,33.69363
107314-7,Sayaka,Sayaka,Lake Zone,Mwanza,Magu,Magu DC,Lubugu,Sayaka,Dispensary,Operating,Public - LGA,,,-2.52942,33.55529
107316-2,Sayuni,,Northern Zone,Kilimanjaro,Same,Same DC,Kihurio,Uzambara,Dispensary,Operating,Private,,,-4.48705,38.0719
111392-7,Sayuni,Sayuni Disp,Central Zone,Singida,Singida,Singida MC,Mandewa,Mandewa,Dispensary,Closed,Private - For Profit,,,-4.80106,34.72272
107317-0,Sayuni,Sayuni,Lake Zone,Mara,Rorya,Rorya DC,Kisumwa,Nyanchabakenye,Dispensary,Operating,Private - For Profit,,,-1.45228,34.1219
111287-9,sayuni Nursing and Maternity Home,Sayuni Clinic,Southern Highlands Zone,Mbeya,Mbeya,Mbeya CC,Isyesye,Mwantengule,Maternity Home,Operating,Private - For Profit,,,-8.89863,33.5039
107318-8,Sayusayu,,Western Zone,Simiyu,Maswa,Maswa DC,Buchambi,Sayusayu,Dispensary,Operating,Private - Faith based organization (FBO),,,-3.17133,33.73315
109175-0,Saza,Saza,Southern Highlands Zone,Songwe,Songwe,Songwe DC,Saza,Saza,Dispensary,Operating,Public - LGA,,,-8.387387,33.000314
107320-4,Sazima,,Central Zone,Dodoma,Mpwapwa,Mpwapwa DC,Mima,Sazima,Dispensary,Operating,Public - LGA,,,-6.587,36.09954
107321-2,Sazira,SAZIRA,Lake Zone,Mara,Bunda,Bunda TC,Sazira,Ruselu,Dispensary,Operating,Public - LGA,,,-2.0038,33.8984
107323-8,Sd Dental,SD Dental Clinic,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Mchafukoge,Mchafukoge,Clinic - Dental Clinic,Operating,Private - For Profit,72332,,-6.818898,39.285685
107324-6,SDA,S.D.A,Southern Highlands Zone,Katavi,Mpanda,Mpanda TC,Kashaulili,Majengo B,Dispensary,Operating,Private - Faith based organization (FBO),1465,23-01-0105,-6.350026,31.070727
107327-9,SDA,,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Temeke,Njaro,Dispensary,Operating,Private - Faith based organization (FBO),73053,,-6.854226,39.263505
107328-7,SDA,Zoissa SDA,Central Zone,Dodoma,Kongwa,Kongwa DC,Mkoka,Mkoka,Dispensary,Operating,Private - Faith based organization (FBO),15200,,-5.813854,36.438604
107329-5,Sda,Sda,Western Zone,Kigoma,Kigoma,Kigoma Ujiji MC,Mwanga Kaskazini,Kisangani,Dispensary,Operating,Private,,,-4.885497,29.64687
107330-3,SDA,,Eastern Zone,Morogoro,Morogoro,Morogoro MC,Sultan Area,Kikundi,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.83283,37.65844
107331-1,SDA,SDA dispensary,Southern Highlands Zone,Njombe,Njombe,Njombe TC,Njombe Mjini,Kwivaha,Dispensary,Operating,Private - Faith based organization (FBO),102-074-122,,-9.32975,34.7672
107333-7,SDA,Sabato,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Katandala,Jangwani,Dispensary,Operating,Private - Faith based organization (FBO),,,-7.961342,31.616464
107334-5,SDA,SDA,Western Zone,Tabora,Tabora,Tabora MC,Gongoni,Swedi,Dispensary,Operating,Private - Faith based organization (FBO),,14-06-0117,-5.01738,32.81115
107335-2,SDA,Zahanati ya Sabato,Southern Highlands Zone,Mbeya,Mbeya,Mbeya CC,Iganzo,Igodima,Dispensary,Operating,Private - Faith based organization (FBO),,,-8.876978,33.454919
107325-3,SDA,Sabato,Southern Highlands Zone,Mbeya,Kyela,Kyela DC,Kyela,Kyela kati,Dispensary,Closed,Private - Faith based organization (FBO),12-50-02,,-9.602182,33.866482
107962-3,SDA,SDA,Western Zone,Tabora,Sikonge,Sikonge DC,Tutuo,Muungano,Dispensary,Operating,Private - Faith based organization (FBO),146001,,-5.48147,32.6622
107337-8,SDA Kasulu,Zahanati ya Sabato,Western Zone,Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Murubona,Dispensary,Operating,Private - Faith based organization (FBO),,,-4.57398,30.09829
107339-4,SDA Pasiansi,SDA Pasiansi,Lake Zone,Mwanza,Ilemela,Ilemela MC,Pasiansi,Pasiansi Mashariki 'A',Health Center,Operating,Private - Faith based organization (FBO),193026,,-2.47862,32.9108
107340-2,SDA Tarime,,Lake Zone,Mara,Tarime,Tarime TC,Sabasaba,Serengeti,Dispensary,Operating,Private - Faith based organization (FBO),,,-1.3435,34.3807
107341-0,Secheda,Secheda,Northern Zone,Manyara,Babati,Babati DC,Ufana,Secheda,Dispensary,Operating,Public - LGA,,21-01-0147,-4.27833,35.26288
107342-8,Seeke,Bulima,Western Zone,Shinyanga,Kahama,Kahama TC,Zongomera,Seeke,Dispensary,Operating,Public - LGA,,,-3.85432,32.49664
107343-6,Seela,,Northern Zone,Arusha,Arumeru,Meru DC,Seela Sing'isi,Seela,Dispensary,Operating,Public - LGA,,,-3.32961,36.78751
107344-4,Sefunga Mangida,Sefunga mangida,Central Zone,Singida,Singida,Singida DC,Msange,Sefunga,Dispensary,Operating,Public - LGA,,,-4.6585,35.08655
107345-1,Segala,Segala,Central Zone,Dodoma,Chamwino,Chamwino DC,Segala,Segala,Dispensary,Operating,Public - LGA,,,-5.57757,36.129083
107346-9,Segera,Segera,Northern Zone,Tanga,Handeni,Handeni DC,Segera,Segere,Dispensary,Operating,Public - LGA,,,-5.3242,38.54242
